commune,BDP/PBD,CSP/PCS,CVP/PDC,EVP/PEV,FDP/PLR (PRD),GLP/PVL,PdA/PST,SP/PS,SVP/UDC,EDU/UDF,GPS/PES,Lega,MCR,SD/DS,Sol.,Übrige/Autres
Oberdorf (BL),4.11,0.0,5.41,2.98,14.48,2.26,0.0,20.45,33.63,0.98,15.1,0.0,0.0,0.0,0.0,0.6
Oberdorf (NW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.64,0.0,0.0,0.0,0.0,0.0,0.0,15.36
Oberdorf (SO),3.72,0.0,13.52,1.01,26.34,4.61,0.0,19.79,20.93,0.22,8.53,0.0,0.0,0.0,0.0,1.34
Oberegg,0.0,0.0,76.56,0.0,0.0,0.0,0.0,18.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.16
Oberembrach,5.91,0.0,2.94,1.35,8.27,4.17,0.0,10.12,52.31,9.23,3.31,0.0,0.0,0.01,0.0,2.38
Oberems,0.0,0.0,54.58,0.0,4.77,0.0,0.0,10.31,27.48,0.0,1.91,0.0,0.0,0.0,0.0,0.95
Oberengstringen,3.38,0.0,5.47,2.32,18.41,5.15,0.04,22.87,35.33,1.19,2.82,0.0,0.0,0.01,0.0,3.0
Oberentfelden,5.47,0.0,5.11,4.73,16.23,4.48,0.0,17.26,39.46,2.02,3.15,0.0,0.0,0.0,0.0,2.09
Obergerlafingen,3.13,0.0,7.15,0.4,21.76,1.54,0.0,23.04,38.57,0.31,3.05,0.0,0.0,0.0,0.0,1.06
Oberglatt,2.86,0.0,3.1,3.98,12.12,5.06,0.18,16.6,45.01,4.9,3.27,0.0,0.0,0.49,0.0,2.42
Obergoms,0.0,0.08,53.21,0.0,4.96,0.0,0.0,5.25,33.17,0.0,3.25,0.0,0.0,0.0,0.0,0.08
Obergösgen,1.85,0.0,11.94,0.73,16.35,1.9,0.0,30.48,32.47,0.71,2.63,0.0,0.0,0.0,0.0,0.95
Oberhallau,0.0,0.0,0.0,0.0,6.7,0.0,0.0,16.63,62.59,11.32,2.08,0.0,0.0,0.0,0.0,0.69
Oberhelfenschwil,3.87,0.0,21.44,2.96,14.36,3.31,0.0,8.46,35.39,1.74,6.01,0.0,0.0,0.07,0.0,2.38
Oberhof,8.25,0.0,10.45,1.43,9.74,4.05,0.0,14.2,39.79,0.39,6.08,0.0,0.0,0.0,0.0,5.63
Oberhofen am Thunersee,13.3,0.0,1.54,3.03,17.0,8.24,0.13,12.94,34.12,0.87,7.31,0.0,0.0,0.21,0.0,1.32
Oberhünigen,11.0,0.0,0.41,5.74,3.26,4.74,0.0,6.96,52.19,11.3,4.22,0.0,0.0,0.07,0.0,0.11
Oberiberg,0.0,0.0,19.36,0.0,14.33,1.54,0.0,9.71,55.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oberkirch,1.09,0.0,25.39,0.73,24.11,7.12,0.0,10.15,22.64,0.0,8.35,0.0,0.0,0.13,0.0,0.31
Oberkulm,3.78,0.0,2.96,3.39,18.07,3.01,0.0,10.31,50.48,2.23,4.39,0.0,0.0,0.0,0.0,1.38
Oberlangenegg,6.32,0.0,0.19,1.73,2.52,3.69,0.04,4.42,73.51,3.6,1.73,0.0,0.0,0.0,0.0,2.24
Oberlunkhofen,4.83,0.0,11.57,2.06,17.35,7.61,0.0,12.49,36.86,0.87,4.14,0.0,0.0,0.0,0.0,2.22
Obermumpf,7.9,0.0,14.62,0.76,9.84,3.23,0.0,15.56,36.11,1.38,5.65,0.0,0.0,0.0,0.0,4.95
Oberried am Brienzersee,14.81,0.0,0.57,6.05,5.23,4.49,0.0,13.83,38.73,4.93,8.99,0.0,0.0,0.84,0.0,1.53
Oberrieden,2.98,0.0,6.16,3.19,21.94,8.05,0.11,18.94,29.01,1.49,5.4,0.0,0.0,0.12,0.0,2.59
Oberriet (SG),2.14,0.0,23.55,0.8,9.03,4.01,0.0,4.11,51.57,0.96,2.17,0.0,0.0,0.36,0.0,1.3
Oberrohrdorf,7.44,0.0,12.45,1.89,22.78,5.94,0.0,11.55,31.49,0.47,3.82,0.0,0.0,0.0,0.0,2.17
Oberrüti,5.87,0.0,18.16,2.52,11.78,6.26,0.0,12.82,38.93,0.24,2.0,0.0,0.0,0.0,0.0,1.42
Obersaxen,6.98,0.0,51.89,0.0,10.0,2.9,0.0,5.74,22.43,0.0,0.0,0.0,0.0,0.0,0.0,0.06
Oberschrot,0.99,1.53,31.21,0.25,6.41,1.82,0.0,15.63,36.46,1.9,3.8,0.0,0.0,0.0,0.0,0.0
Obersiggenthal,5.59,0.0,13.36,3.22,17.38,5.32,0.0,19.49,27.94,0.24,5.89,0.0,0.0,0.0,0.0,1.56
Oberstammheim,3.97,0.0,1.5,3.8,27.43,5.73,0.01,9.33,36.37,2.69,6.03,0.0,0.0,0.01,0.0,3.14
Obersteckholz,18.1,0.0,0.06,3.67,3.81,6.23,0.06,6.4,51.12,5.49,4.52,0.0,0.0,0.03,0.0,0.52
Oberthal,20.65,0.0,0.32,4.84,3.22,4.13,0.07,6.84,51.01,2.97,3.34,0.0,0.0,0.55,0.0,2.05
Oberuzwil,4.56,0.0,15.71,2.89,16.28,4.04,0.0,12.45,34.79,0.73,5.84,0.0,0.0,0.38,0.0,2.33
Oberweningen,4.02,0.0,2.19,1.93,13.39,5.98,0.07,13.59,44.72,7.22,3.59,0.0,0.0,0.06,0.0,3.24
Oberwil (BL),2.49,0.0,11.02,1.17,21.05,3.73,0.0,21.93,26.34,0.12,11.42,0.0,0.0,0.0,0.0,0.72
Oberwil bei Büren,17.46,0.0,0.83,1.03,4.63,4.17,0.04,14.26,47.33,1.62,4.81,0.0,0.0,1.15,0.0,2.66
Oberwil im Simmental,5.75,0.0,0.07,0.67,1.34,1.66,0.05,5.92,64.41,16.38,3.64,0.0,0.0,0.01,0.0,0.09
Oberwil-Lieli,5.0,0.0,5.75,1.17,21.1,6.56,0.0,10.96,42.7,0.21,4.91,0.0,0.0,0.0,0.0,1.64
Oberägeri,0.0,0.0,33.98,0.0,16.53,2.13,0.0,6.63,35.67,0.0,4.46,0.0,0.0,0.0,0.0,0.6
Oberösch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Obfelden,4.36,0.0,6.49,4.79,14.41,7.39,0.09,16.92,36.17,2.88,3.71,0.0,0.0,0.11,0.0,2.69
Ochlenberg,17.35,0.0,0.14,8.24,2.88,3.11,0.03,6.94,49.22,5.69,4.69,0.0,0.0,0.38,0.0,1.3
Oekingen,6.3,0.0,16.99,1.59,23.72,3.81,0.0,15.88,27.32,0.16,3.86,0.0,0.0,0.0,0.0,0.37
Oensingen,3.47,0.0,15.98,0.25,19.84,2.94,0.0,16.28,36.38,0.81,3.31,0.0,0.0,0.0,0.0,0.74
Oeschenbach,11.85,0.0,1.85,13.69,5.44,1.08,0.15,5.13,49.08,8.82,1.18,0.0,0.0,0.21,0.0,1.54
Oeschgen,7.87,0.0,16.28,1.73,7.45,5.32,0.0,8.68,45.61,0.19,5.41,0.0,0.0,0.0,0.0,1.46
Oetwil am See,4.56,0.0,4.27,1.32,11.76,5.71,0.28,14.97,45.46,4.76,3.99,0.0,0.0,0.39,0.0,2.54
Oetwil an der Limmat,3.09,0.0,4.8,0.87,23.75,5.19,0.0,11.61,46.12,0.24,2.25,0.0,0.0,0.02,0.0,2.05
Oftringen,5.26,0.0,4.43,6.74,12.0,4.68,0.0,18.31,41.28,1.63,3.34,0.0,0.0,0.0,0.0,2.33
Ogens,2.46,0.0,0.78,2.04,16.77,2.1,0.0,11.74,44.61,0.12,14.55,0.0,0.0,1.44,1.56,1.86
Ollon,1.3,0.0,3.82,0.8,32.61,3.45,0.0,15.51,25.49,0.74,10.38,0.0,0.0,0.16,3.25,2.49
Olsberg,5.63,0.0,9.15,3.23,21.78,4.31,0.0,16.5,33.24,0.54,3.67,0.0,0.0,0.0,0.0,1.96
Olten,2.21,0.0,10.39,2.64,18.11,4.51,0.0,31.24,20.3,0.34,8.79,0.0,0.0,0.0,0.0,1.48
Oltingen,2.24,0.0,2.94,1.82,10.07,0.63,0.0,15.24,34.48,0.0,32.45,0.0,0.0,0.0,0.0,0.14
Onex,0.79,0.0,10.81,0.75,14.32,1.85,0.0,21.39,20.2,0.2,9.23,0.0,14.91,0.0,5.22,0.33
Onnens (VD),2.77,0.0,2.32,1.04,22.31,5.68,0.0,32.39,18.81,0.86,10.13,0.0,0.0,0.0,1.54,2.14
Onsernone,0.0,0.0,12.28,0.0,22.43,0.85,1.06,30.69,8.25,0.0,1.16,20.42,0.0,0.0,0.0,2.86
Opfikon,3.87,0.0,5.83,2.92,13.08,8.12,0.21,18.16,39.88,1.54,2.84,0.0,0.0,0.27,0.0,3.29
Oppens,5.33,0.0,0.95,0.24,19.08,4.38,0.0,15.88,34.0,0.0,14.1,0.0,0.0,0.0,4.98,1.07
Oppligen,10.29,0.0,0.77,3.37,5.47,9.27,0.03,12.16,43.73,4.49,7.52,0.0,0.0,0.11,0.0,2.77
Orbe,2.35,0.0,4.49,1.48,22.83,3.4,0.0,24.54,26.53,1.15,9.32,0.0,0.0,0.17,1.29,2.46
Orges,2.81,0.0,3.44,0.57,21.94,6.25,0.0,14.03,30.74,1.66,7.27,0.0,0.0,0.0,2.61,8.67
Origlio,0.0,0.0,7.96,0.0,24.2,1.06,0.66,21.68,12.56,0.0,4.01,25.09,0.0,0.0,0.0,2.78
Ormalingen,3.23,0.0,4.0,1.85,14.75,2.75,0.0,16.81,33.83,0.25,22.22,0.0,0.0,0.0,0.0,0.31
Ormont-Dessous,3.9,0.0,3.18,0.32,29.47,2.54,0.0,14.22,31.85,0.65,6.4,0.0,0.0,0.09,2.43,4.95
Ormont-Dessus,1.55,0.0,1.71,0.23,47.9,2.06,0.0,12.36,23.53,0.13,6.94,0.0,0.0,0.09,1.61,1.89
Orny,3.61,0.0,3.29,1.86,33.55,4.09,0.0,11.78,21.76,0.21,12.31,0.0,0.0,0.0,5.2,2.34
Oron,2.04,0.0,3.2,1.7,21.29,2.73,0.0,20.11,27.62,1.58,13.32,0.0,0.0,0.15,3.12,3.15
Orpund,10.91,0.0,1.72,4.05,7.78,3.61,0.54,24.48,37.02,3.18,4.94,0.0,0.0,0.32,0.0,1.45
Orselina,0.0,0.0,17.27,0.0,26.25,2.89,1.22,17.11,22.64,0.0,3.82,7.51,0.0,0.0,0.0,1.3
Orsières,0.0,2.9,49.11,0.0,26.64,0.0,0.0,6.43,11.38,0.0,2.99,0.0,0.0,0.0,0.0,0.56
Orvin,7.46,0.0,1.57,2.78,5.48,2.13,1.21,23.91,40.5,3.96,9.87,0.0,0.0,0.16,0.0,0.97
Orzens,7.48,0.0,2.07,1.14,16.61,3.06,0.0,8.05,42.98,1.71,12.26,0.0,0.0,0.0,4.06,0.57
Osogna,0.0,0.0,23.84,0.0,33.58,0.9,0.86,6.92,8.2,0.0,2.37,21.1,0.0,0.0,0.0,2.22
Ossingen,5.97,0.0,2.75,4.74,12.29,7.78,0.03,12.65,44.07,0.72,5.24,0.0,0.0,0.01,0.0,3.73
Ostermundigen,12.54,0.0,3.16,5.6,10.34,6.68,0.36,23.44,25.61,1.58,8.08,0.0,0.0,0.4,0.0,2.19
Otelfingen,5.06,0.0,3.96,2.89,13.6,10.03,0.14,15.05,41.09,1.3,4.43,0.0,0.0,0.54,0.0,1.91
Othmarsingen,6.75,0.0,4.89,4.73,12.57,3.81,0.0,13.95,45.04,1.25,4.75,0.0,0.0,0.0,0.0,2.27
Ottenbach,4.91,0.0,4.13,2.1,16.84,8.22,0.17,18.61,34.89,2.14,4.82,0.0,0.0,0.02,0.0,3.17
Oulens-sous-Echallens,3.24,0.0,4.41,0.34,31.63,5.86,0.0,12.49,25.14,0.26,10.81,0.0,0.0,0.0,1.22,4.61
Pailly,7.34,0.0,2.76,0.69,28.17,3.04,0.0,10.66,32.75,1.18,8.03,0.0,0.0,0.08,3.77,1.54
Pampigny,1.86,0.0,4.18,0.37,23.25,4.18,0.0,21.18,24.72,2.13,11.69,0.0,0.0,0.19,1.7,4.55
Paradiso,0.0,0.0,13.29,0.0,27.88,0.93,0.19,13.37,12.58,0.0,5.7,24.75,0.0,0.0,0.0,1.33
Paudex,0.99,0.0,3.23,0.26,37.75,5.11,0.0,19.98,18.43,0.68,9.3,0.0,0.0,0.52,1.67,2.08
Payerne,2.19,0.0,2.46,0.56,33.61,1.66,0.0,20.62,29.64,0.58,5.18,0.0,0.0,0.24,1.12,2.15
Penthalaz,1.42,0.0,2.75,1.87,22.73,3.51,0.0,25.49,28.49,0.39,9.95,0.0,0.0,0.02,1.58,1.79
Penthaz,2.99,0.0,4.75,1.22,25.52,4.78,0.0,18.81,27.88,0.01,9.93,0.0,0.0,0.07,2.12,1.92
Penthéréaz,2.93,0.0,6.87,0.34,26.01,3.56,0.0,20.77,28.94,0.04,9.84,0.0,0.0,0.0,0.59,0.13
Perly-Certoux,1.59,0.0,15.21,0.59,17.47,2.25,0.0,15.68,20.65,0.17,9.13,0.0,10.44,0.0,6.57,0.24
Perrefitte,12.24,0.0,4.14,2.32,2.14,2.89,3.54,19.33,44.64,2.35,3.87,0.0,0.0,0.18,0.0,2.35
Perroy,0.6,0.0,3.56,1.06,27.41,4.18,0.0,18.26,29.53,2.05,7.62,0.0,0.0,0.08,1.54,4.11
Personico,0.0,0.0,20.28,0.0,26.22,0.09,1.77,17.01,2.39,0.0,0.27,27.99,0.0,0.0,0.0,3.99
Peseux,1.69,0.0,2.48,0.0,29.57,4.09,7.37,24.53,20.9,0.0,7.39,0.0,0.0,0.0,0.0,1.99
Petit-Val,9.82,0.0,0.28,5.33,3.31,0.53,1.64,16.18,47.53,3.23,10.15,0.0,0.0,0.61,0.0,1.41
Pfaffnau,2.83,0.0,32.86,1.24,14.2,3.74,0.0,6.93,32.53,0.0,5.01,0.0,0.0,0.14,0.0,0.51
Pfeffingen,3.86,0.0,16.5,0.89,20.26,2.13,0.0,14.23,31.66,0.14,9.6,0.0,0.0,0.0,0.0,0.73
Pfungen,6.94,0.0,3.6,2.89,9.58,7.71,0.25,17.03,42.56,2.2,4.59,0.0,0.0,0.01,0.0,2.64
Pfyn,3.38,0.0,9.92,1.53,7.93,5.82,0.0,7.72,55.87,2.64,4.97,0.0,0.0,0.0,0.0,0.21
Pfäfers,5.44,0.0,19.29,0.59,11.51,4.5,0.0,9.43,42.32,0.33,2.4,0.0,0.0,0.81,0.0,3.37
Pfäffikon,4.74,0.0,3.22,8.58,12.74,7.89,0.09,17.57,32.96,3.04,6.91,0.0,0.0,0.08,0.0,2.16
Pianezzo,0.0,0.0,18.95,0.0,35.82,2.49,0.11,16.38,7.13,0.0,4.76,12.46,0.0,0.0,0.0,1.89
Pierrafortscha,0.93,1.86,17.65,0.0,31.89,0.93,0.0,12.69,29.72,0.0,4.33,0.0,0.0,0.0,0.0,0.0
Pieterlen,11.19,0.0,1.25,4.62,10.84,4.17,0.48,15.45,41.54,2.88,5.08,0.0,0.0,0.76,0.0,1.73
Plaffeien,2.78,1.88,24.34,0.66,4.99,2.69,0.0,11.39,48.32,0.54,2.42,0.0,0.0,0.0,0.0,0.0
Plan-les-Ouates,0.93,0.0,16.73,0.39,20.47,5.89,0.0,16.15,16.25,0.37,10.24,0.0,8.15,0.0,4.2,0.23
Plasselb,0.26,0.59,20.38,0.0,4.86,2.41,0.0,12.06,57.57,0.26,1.6,0.0,0.0,0.0,0.0,0.0
Plateau de Diesse,4.31,0.0,1.4,2.03,8.35,5.47,1.54,28.9,32.52,3.78,10.02,0.0,0.0,0.85,0.0,0.81
Pleigne,0.0,1.92,27.95,0.0,16.71,0.0,1.64,19.45,26.3,0.0,4.66,0.0,0.0,0.0,0.0,1.37
Pohlern,12.29,0.0,0.04,2.61,2.49,1.8,0.0,5.06,67.67,3.18,3.22,0.0,0.0,0.0,0.0,1.63
Poliez-Pittet,1.04,0.0,13.87,0.13,24.44,3.72,0.0,17.44,28.23,0.2,7.51,0.0,0.0,0.18,1.65,1.58
Pollegio,0.0,0.0,16.67,0.0,6.8,0.33,0.56,39.19,8.92,0.0,1.06,23.52,0.0,0.0,0.0,2.95
Pompaples,0.9,0.0,2.89,1.54,17.97,3.22,0.0,25.53,27.07,2.8,13.28,0.0,0.0,0.42,2.73,1.64
Pomy,13.38,0.0,3.5,0.07,18.6,3.89,0.0,11.65,36.92,0.34,9.8,0.0,0.0,0.0,0.32,1.53
Pont-en-Ogoz,0.83,1.64,21.93,0.02,19.28,3.67,0.0,24.06,23.47,0.2,4.9,0.0,0.0,0.0,0.0,0.0
Pont-la-Ville,0.58,1.17,37.43,0.07,16.45,2.41,0.0,12.43,26.46,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Ponte Capriasca,0.0,0.0,9.44,0.0,23.95,1.1,0.26,17.48,13.28,0.0,3.37,27.71,0.0,0.0,0.0,3.41
Ponte Tresa,0.0,0.0,12.73,0.0,33.56,0.99,0.73,7.22,12.99,0.0,3.01,24.36,0.0,0.0,0.0,4.42
Ponthaux,2.29,2.53,26.76,2.45,10.1,0.47,0.0,29.12,24.39,0.08,1.82,0.0,0.0,0.0,0.0,0.0
Pontresina,18.13,0.0,7.6,0.0,22.01,6.8,0.0,14.4,30.91,0.0,0.0,0.0,0.0,0.0,0.0,0.14
Porrentruy,0.0,5.0,30.41,0.0,25.23,0.0,1.71,24.42,5.3,0.0,7.39,0.0,0.0,0.0,0.0,0.55
Port,13.7,0.0,1.77,3.73,14.66,5.02,0.14,19.84,32.42,1.02,6.03,0.0,0.0,0.6,0.0,1.07
Port-Valais,0.0,1.4,23.9,0.0,28.67,0.0,0.0,12.34,27.98,0.0,5.48,0.0,0.0,0.0,0.0,0.23
Porza,0.0,0.0,18.55,0.0,30.64,2.53,0.26,12.03,15.2,0.0,1.61,17.58,0.0,0.0,0.0,1.61
Poschiavo,4.63,0.0,30.2,0.0,6.99,3.39,0.0,17.1,37.58,0.0,0.0,0.0,0.0,0.0,0.0,0.11
Prangins,2.14,0.0,7.78,1.16,29.32,6.38,0.0,21.16,16.67,0.32,11.04,0.0,0.0,0.25,0.9,2.89
Prato (Leventina),0.0,0.0,22.9,0.0,38.24,0.0,0.0,9.15,8.73,0.0,2.68,15.34,0.0,0.0,0.0,2.96
Pratteln,2.75,0.0,6.68,1.51,13.69,2.47,0.0,25.31,30.7,0.37,15.58,0.0,0.0,0.0,0.0,0.94
Pregny-Chambésy,0.43,0.0,7.6,0.15,41.2,1.5,0.0,14.97,16.45,0.17,10.29,0.0,4.19,0.0,2.7,0.36
Premier,16.03,0.0,1.51,0.0,16.16,3.34,0.0,17.87,28.53,0.0,7.46,0.0,0.0,0.0,5.82,3.27
Preonzo,0.0,0.0,9.15,0.0,39.74,0.08,0.84,15.46,7.06,0.0,2.42,22.57,0.0,0.0,0.0,2.67
Presinge,3.68,0.0,10.17,0.0,20.72,1.1,0.0,14.27,16.39,0.14,22.05,0.0,3.96,0.0,7.41,0.09
Prez-vers-Noréaz,0.99,0.81,16.19,0.36,15.87,1.67,0.0,34.36,23.76,1.35,4.64,0.0,0.0,0.0,0.0,0.0
Prilly,1.25,0.0,4.74,0.57,22.7,3.26,0.0,28.95,19.04,0.21,12.86,0.0,0.0,0.13,3.64,2.66
Provence,4.29,0.0,3.81,0.29,8.62,3.53,0.0,17.48,44.83,0.19,14.82,0.0,0.0,0.14,0.76,1.24
Préverenges,2.86,0.0,3.26,1.11,30.58,4.73,0.0,22.01,18.28,0.5,13.05,0.0,0.0,0.02,1.74,1.86
Prévondavaux,0.0,0.0,15.09,0.0,22.01,4.4,0.0,27.04,25.16,0.0,6.29,0.0,0.0,0.0,0.0,0.0
Prévonloup,1.42,0.0,1.18,0.24,28.01,4.02,0.0,12.65,39.95,0.0,6.74,0.0,0.0,0.0,5.2,0.59
Puidoux,3.05,0.0,2.75,1.35,32.71,4.41,0.0,17.83,20.86,0.13,12.57,0.0,0.0,0.02,1.99,2.31
Pully,1.16,0.0,4.31,0.36,37.24,5.02,0.0,19.93,15.45,0.43,11.38,0.0,0.0,0.09,2.24,2.37
Puplinge,2.27,0.0,11.17,0.83,20.31,3.61,0.0,16.16,17.04,0.44,20.27,0.0,4.2,0.0,3.29,0.41
Pura,0.0,0.0,24.74,0.0,16.31,0.71,0.11,16.4,13.7,0.0,3.11,23.21,0.0,0.0,0.0,1.71
Péry-La Heutte,8.49,0.0,1.87,1.35,9.25,2.19,0.61,20.41,44.71,2.07,7.44,0.0,0.0,1.22,0.0,0.4
Quarten,3.92,0.0,17.81,0.57,11.36,4.08,0.0,8.47,47.06,0.61,4.03,0.0,0.0,0.3,0.0,1.79
Quinto,0.0,0.0,21.78,0.0,34.26,0.03,0.29,9.38,6.42,0.0,0.93,25.0,0.0,0.0,0.0,1.92
Radelfingen,14.33,0.0,0.96,3.12,4.59,7.53,0.03,17.05,40.45,3.38,6.16,0.0,0.0,1.05,0.0,1.33
Rafz,4.26,0.0,2.25,3.94,10.92,6.82,0.15,19.18,37.59,7.19,5.01,0.0,0.0,0.08,0.0,2.62
Rain,1.55,0.0,30.71,0.6,25.06,5.26,0.0,5.6,28.4,0.0,2.42,0.0,0.0,0.05,0.0,0.36
Ramlinsburg,1.64,0.0,5.39,2.05,16.68,3.9,0.0,17.76,32.08,0.41,19.15,0.0,0.0,0.0,0.0,0.92
Ramsen,0.0,0.0,0.0,0.0,7.45,0.0,0.0,19.44,64.02,4.45,1.64,0.0,0.0,0.0,0.0,3.0
Rances,3.79,0.0,2.13,0.28,17.76,2.41,0.0,21.79,41.93,0.03,4.54,0.0,0.0,0.03,2.72,2.58
Randa,0.0,0.0,61.75,0.0,2.57,0.0,0.0,13.74,20.92,0.0,1.03,0.0,0.0,0.0,0.0,0.0
Randogne,0.0,1.04,35.88,0.0,26.49,0.0,0.0,9.43,19.3,0.0,7.47,0.0,0.0,0.0,0.0,0.39
Raperswilen,4.32,0.0,8.0,2.63,4.42,2.63,0.0,5.05,70.84,0.84,1.26,0.0,0.0,0.0,0.0,0.0
Rapperswil (BE),15.29,0.0,1.54,2.42,6.06,5.37,0.35,14.14,44.96,1.2,6.54,0.0,0.0,0.71,0.0,1.43
Rapperswil-Jona,3.74,0.0,12.92,1.33,15.93,7.11,0.0,15.97,30.34,0.56,9.92,0.0,0.0,0.13,0.0,2.05
Raron,0.0,0.04,66.86,0.0,2.73,0.0,0.0,6.61,21.29,0.0,2.45,0.0,0.0,0.0,0.0,0.01
Realp,0.0,0.0,54.93,0.0,0.0,0.0,0.0,0.0,36.62,0.0,7.04,0.0,0.0,0.0,0.0,1.41
Rebeuvelier,0.0,10.95,18.25,0.0,6.93,0.0,8.39,21.9,21.53,0.0,9.85,0.0,0.0,0.0,0.0,2.19
Rebstein,2.69,0.0,15.64,1.38,11.88,7.25,0.0,10.92,44.16,0.4,3.75,0.0,0.0,0.28,0.0,1.65
Rebévelier,6.17,0.0,4.5,7.0,0.0,0.33,3.5,8.67,60.83,4.5,4.5,0.0,0.0,0.0,0.0,0.0
Recherswil,5.33,0.0,12.95,0.95,19.97,2.0,0.0,25.86,28.85,0.41,2.97,0.0,0.0,0.0,0.0,0.72
Rechthalten,1.63,1.56,27.34,0.73,7.2,3.95,0.0,12.34,42.37,0.23,2.65,0.0,0.0,0.0,0.0,0.0
Reckingen-Gluringen,0.0,0.18,59.21,0.0,3.83,0.0,0.0,9.0,24.5,0.0,3.28,0.0,0.0,0.0,0.0,0.0
Reconvilier,5.67,0.0,0.85,6.0,8.24,1.07,1.47,20.87,43.7,5.55,4.75,0.0,0.0,0.26,0.0,1.57
Regensberg,1.05,0.0,5.53,2.82,14.8,6.12,0.03,18.76,33.58,4.86,8.8,0.0,0.0,0.0,0.0,3.66
Regensdorf,3.45,0.0,3.99,1.64,11.52,5.71,0.1,17.41,47.54,1.51,4.08,0.0,0.0,0.25,0.0,2.78
Rehetobel,0.0,0.0,0.0,0.0,26.92,0.0,0.0,47.08,24.77,0.0,0.0,0.0,0.0,0.0,0.0,1.23
Reichenbach im Kandertal,9.67,0.0,0.62,2.05,6.38,5.74,0.18,7.4,55.8,6.22,3.61,0.0,0.0,0.52,0.0,1.81
Reichenburg,0.0,0.0,13.63,0.0,16.25,2.91,0.0,16.1,49.79,0.0,1.31,0.0,0.0,0.0,0.0,0.0
Reiden,1.58,0.0,25.93,0.88,21.01,4.89,0.0,8.81,32.89,0.0,3.2,0.0,0.0,0.14,0.0,0.67
Reigoldswil,3.59,0.0,3.01,5.4,9.32,1.58,0.0,23.9,35.55,0.79,16.32,0.0,0.0,0.0,0.0,0.54
Reinach (AG),3.9,0.0,2.5,3.69,20.89,3.26,0.0,12.92,46.2,2.01,3.2,0.0,0.0,0.0,0.0,1.43
Reinach (BL),5.44,0.0,12.01,1.62,14.55,2.76,0.0,23.3,29.02,0.5,10.15,0.0,0.0,0.0,0.0,0.65
Reisiswil,10.67,0.0,0.13,2.98,1.33,0.32,0.0,6.73,67.75,4.25,1.71,0.0,0.0,0.13,0.0,4.0
Reitnau,4.39,0.0,3.36,11.24,7.31,2.53,0.0,7.1,51.43,5.85,5.43,0.0,0.0,0.0,0.0,1.36
Rekingen (AG),5.72,0.0,7.28,1.25,8.2,1.44,0.0,13.83,53.48,2.22,4.86,0.0,0.0,0.0,0.0,1.72
Remaufens,1.16,0.53,22.09,0.68,11.7,1.4,0.0,31.71,26.68,0.87,3.19,0.0,0.0,0.0,0.0,0.0
Remetschwil,8.28,0.0,10.84,2.59,18.03,6.89,0.0,9.16,37.37,0.84,4.59,0.0,0.0,0.0,0.0,1.42
Remigen,5.54,0.0,5.97,4.58,17.78,3.89,0.0,13.76,42.3,0.87,3.66,0.0,0.0,0.0,0.0,1.67
Renan (BE),7.27,0.0,0.76,3.15,10.11,0.85,1.92,19.42,35.92,3.96,13.17,0.0,0.0,1.04,0.0,2.45
Renens (VD),0.98,0.0,3.7,0.91,17.5,3.12,0.0,30.2,19.34,1.01,12.36,0.0,0.0,0.22,8.05,2.6
Rennaz,1.85,0.0,2.4,3.23,29.36,2.91,0.0,20.66,27.94,0.08,6.93,0.0,0.0,0.67,2.32,1.65
Reute (AR),0.0,0.0,0.0,0.0,36.15,0.0,0.0,23.94,34.74,0.0,0.0,0.0,0.0,0.0,0.0,5.16
Reutigen,15.08,0.0,0.48,5.5,3.79,4.02,0.24,6.0,52.46,5.49,3.75,0.0,0.0,0.57,0.0,2.62
Reverolle,2.95,0.0,1.82,0.34,32.5,5.86,0.0,23.98,19.2,0.0,10.78,0.0,0.0,0.0,1.43,1.13
Rheinau,8.66,0.0,7.46,2.58,7.42,6.71,0.67,20.66,30.48,1.59,9.54,0.0,0.0,0.09,0.0,4.16
Rheineck,2.79,0.0,14.0,1.15,15.18,3.75,0.0,14.14,40.83,2.3,3.83,0.0,0.0,0.1,0.0,1.92
Rheinfelden,5.48,0.0,7.46,1.88,15.97,6.46,0.0,24.7,27.81,1.23,6.51,0.0,0.0,0.0,0.0,2.51
Rhäzüns,12.1,0.0,19.2,0.0,9.71,10.3,0.0,22.05,26.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Riaz,0.47,0.62,21.16,0.37,19.93,3.16,0.0,24.83,24.4,0.14,4.91,0.0,0.0,0.0,0.0,0.0
Richterswil,3.26,0.0,6.89,2.85,15.87,7.39,0.07,18.86,35.44,1.59,5.5,0.0,0.0,0.13,0.0,2.15
Rickenbach (BL),2.64,0.0,5.28,1.39,12.43,1.46,0.0,23.19,39.86,0.0,13.68,0.0,0.0,0.0,0.0,0.07
Rickenbach (LU),1.13,0.0,27.99,0.41,22.82,2.66,0.0,5.01,37.14,0.0,2.42,0.0,0.0,0.04,0.0,0.39
